card_id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
2632,1852,MASTERCARD,CREDIT,5911319900289830,04/01/21,37,YES,2,21600,04/01/10,2010
1463,1231,MASTERCARD,DEBIT,5058769177189800,02/01/20,12,NO,1,9090,02/01/20,2020
5679,970,VISA,DEBIT,4682877628388630,02/01/23,846,NO,1,25942,11/01/12,2012
1012,970,MASTERCARD,CREDIT,5882842508952740,07/01/19,614,YES,2,10700,02/01/03,2013
1464,970,MASTERCARD,CREDIT,5637149260486790,07/01/22,630,YES,2,4900,02/01/20,2020
1465,381,MASTERCARD,CREDIT,5115700923413240,04/01/22,587,NO,1,18100,02/01/20,2020
388,1134,AMEX,CREDIT,324640473359364,03/01/24,659,YES,2,7200,01/01/20,2020
3708,1296,MASTERCARD,DEBIT,5033428838471720,02/01/20,546,YES,2,22660,07/01/04,2007
3087,1296,DISCOVER,CREDIT,6969946254132650,12/01/22,588,YES,1,19800,05/01/11,2011
67,1296,MASTERCARD,CREDIT,5181226307106930,11/01/24,820,YES,2,15500,01/01/05,2014
80,1296,VISA,DEBIT (PREPAID),4310689470082080,06/01/23,458,YES,1,13,01/01/05,2008
3665,1296,MASTERCARD,DEBIT,5051066154001740,06/01/21,526,YES,2,4317,07/01/01,2011
2014,1880,MASTERCARD,DEBIT,5456915066505060,12/01/21,553,NO,1,14719,03/01/00,2008
4906,1880,MASTERCARD,DEBIT,5132664334960880,05/01/21,593,YES,1,9532,09/01/17,2017
3757,1880,MASTERCARD,CREDIT,5752873844240560,03/01/20,486,YES,1,10900,07/01/06,2014
5365,322,MASTERCARD,CREDIT,5494228198326750,09/01/24,428,YES,2,6200,11/01/01,2012
5425,322,MASTERCARD,DEBIT,5789639625525450,12/01/12,43,YES,2,2903,11/01/05,2011
5758,322,MASTERCARD,DEBIT,5392957769023380,10/01/20,803,YES,2,4355,12/01/99,2010
5482,461,MASTERCARD,DEBIT,5182820825620430,04/01/21,126,YES,1,28963,11/01/07,2012
3172,461,MASTERCARD,DEBIT,5102353988152900,12/01/22,667,YES,2,20913,05/01/16,2016
1209,461,MASTERCARD,DEBIT,5033135709911480,07/01/24,170,YES,1,23344,02/01/10,2010
5313,461,MASTERCARD,DEBIT,5611522756791990,01/01/20,882,YES,2,33642,10/01/16,2016
4762,1165,MASTERCARD,DEBIT,5037404409791940,01/01/22,681,YES,1,14695,09/01/10,2011
126,1448,MASTERCARD,CREDIT,5571363047071890,09/01/23,510,YES,1,13200,01/01/07,2015
4685,1448,VISA,DEBIT,4083033843851770,01/01/20,173,YES,1,29950,09/01/08,2013
5907,1448,VISA,CREDIT,4829916759482890,07/01/24,768,YES,2,4600,12/01/07,2011
2428,1288,MASTERCARD,DEBIT,5458492483408540,12/01/22,92,YES,1,10051,04/01/02,2011
1013,1288,MASTERCARD,DEBIT,5879094230635420,12/01/15,729,YES,2,9796,02/01/03,2013
5145,1178,MASTERCARD,DEBIT,5769435406360320,10/01/21,957,YES,1,17826,10/01/09,2009
5854,1178,MASTERCARD,DEBIT,5588799529406910,11/01/24,778,YES,1,19086,12/01/06,2009
5296,1178,VISA,DEBIT,4410685608952630,06/01/24,265,YES,2,17345,10/01/14,2014
1327,1178,VISA,DEBIT,4470822684089910,09/01/20,923,YES,2,17976,02/01/13,2013
383,1178,VISA,DEBIT,4804338444306720,01/01/22,279,YES,2,16447,01/01/19,2019
5129,1391,VISA,DEBIT,4194362281636450,10/01/24,271,YES,2,29573,10/01/08,2009
5995,1391,MASTERCARD,DEBIT (PREPAID),5436469451844820,12/01/21,48,YES,2,98,12/01/10,2010
4107,1391,MASTERCARD,DEBIT,5648865641388290,08/01/19,71,YES,2,2559,08/01/02,2012
36,1391,MASTERCARD,DEBIT,5914243757284140,10/01/12,436,YES,2,6552,01/01/03,2010
445,838,MASTERCARD,CREDIT,5193780952753620,01/01/21,591,YES,2,13800,01/01/20,2020
1466,54,MASTERCARD,DEBIT,5957925302951750,08/01/20,746,YES,1,16375,02/01/20,2020
749,54,VISA,DEBIT,4557061225558440,05/01/23,780,YES,1,14213,01/01/20,2020
1772,54,VISA,DEBIT (PREPAID),4883222888293060,09/01/20,2,YES,1,73,02/01/20,2020
3801,1452,MASTERCARD,DEBIT,5476407228285230,11/01/22,688,YES,2,53466,07/01/07,2013
282,1602,VISA,CREDIT,4698943729070490,09/01/20,450,YES,1,6600,01/01/11,2013
6105,1602,MASTERCARD,CREDIT,5579147219556300,06/01/22,806,NO,2,7200,12/01/15,2015
446,1938,MASTERCARD,DEBIT,5099614207935760,11/01/20,856,YES,1,2868,01/01/20,2020
422,1938,DISCOVER,CREDIT,6177503172021500,05/01/24,97,YES,1,3400,01/01/20,2020
5231,1492,MASTERCARD,DEBIT,5188130978534930,01/01/22,446,YES,1,12915,10/01/11,2013
2615,1492,VISA,DEBIT (PREPAID),4860320285002450,12/01/23,366,YES,2,84,04/01/09,2017
2776,1492,DISCOVER,CREDIT,6417599205270840,07/01/21,504,YES,2,17600,04/01/18,2018
5452,1492,MASTERCARD,DEBIT,5516722949603670,12/01/12,621,YES,1,31542,11/01/06,2009
3563,1492,MASTERCARD,DEBIT,5891053637541510,02/01/22,362,YES,2,23049,06/01/13,2013
6134,1492,VISA,DEBIT,4222570131769030,05/01/20,141,YES,1,29734,12/01/17,2017
4818,1492,VISA,CREDIT,4453742478192140,01/01/20,346,YES,2,27000,09/01/11,2016
2171,1492,MASTERCARD,DEBIT (PREPAID),5335984658439100,11/01/22,320,YES,1,18,03/01/08,2010
6106,688,MASTERCARD,DEBIT,5708150083756690,04/01/23,824,YES,1,17848,12/01/15,2015
3042,688,MASTERCARD,DEBIT,5238684130320060,11/01/22,870,NO,1,25563,05/01/10,2010
5209,688,VISA,CREDIT,4740880792169370,04/01/20,168,YES,2,12000,10/01/10,2010
1296,688,AMEX,CREDIT,361648729239104,11/01/18,709,NO,2,6600,02/01/12,2012
389,749,AMEX,CREDIT,363305614201313,09/01/23,943,NO,1,5600,01/01/20,2020
1773,749,VISA,DEBIT,4360859456629850,11/01/22,428,YES,3,11873,02/01/20,2020
1467,749,MASTERCARD,CREDIT,5498016831726770,02/01/20,871,YES,1,7200,02/01/20,2020
1395,643,AMEX,CREDIT,381572912003735,08/01/24,145,YES,1,10000,02/01/20,2020
5597,643,MASTERCARD,CREDIT,5079302523329050,04/01/23,381,YES,2,500,11/01/10,2010
1468,1219,MASTERCARD,DEBIT,5546998350637120,02/01/20,718,YES,1,22697,02/01/20,2020
2309,1219,MASTERCARD,CREDIT,5326031764905960,08/01/23,437,YES,1,18000,03/01/13,2013
3466,1219,MASTERCARD,DEBIT,5096150037217370,10/01/24,862,YES,1,32903,06/01/10,2010
2804,1198,VISA,DEBIT,4489873116412360,08/01/21,547,YES,2,12764,05/01/99,2010
1388,1198,MASTERCARD,CREDIT,5621725368325860,10/01/22,60,YES,1,6300,02/01/19,2019
4660,898,MASTERCARD,DEBIT,5923138803280580,02/01/22,934,YES,2,7541,09/01/08,2013
3356,898,VISA,DEBIT,4447989421793040,03/01/22,995,YES,2,1266,06/01/07,2012
4870,898,MASTERCARD,CREDIT,5000307662634780,04/01/20,263,NO,1,9500,09/01/14,2014
3467,882,MASTERCARD,DEBIT,5707305515533510,04/01/20,203,YES,2,1837,06/01/10,2010
1079,882,MASTERCARD,DEBIT,5864987017850550,08/01/23,258,YES,2,17453,02/01/06,2008
2977,348,VISA,DEBIT,4228885239928180,10/01/13,543,NO,1,28283,05/01/08,2012
3073,348,VISA,CREDIT,4210237285941910,04/01/20,160,YES,1,13500,05/01/10,2012
3554,348,VISA,CREDIT,4877073763902890,07/01/14,786,YES,2,13300,06/01/12,2012
2597,633,MASTERCARD,DEBIT,5558040779986500,09/01/21,69,YES,2,17941,04/01/09,2009
3489,1493,VISA,CREDIT,4642496218651970,04/01/18,594,YES,1,14400,06/01/10,2012
4003,1493,VISA,CREDIT,4244401907291510,04/01/20,120,YES,1,4400,07/01/12,2012
1469,1493,MASTERCARD,CREDIT,5157439545898690,03/01/20,657,YES,1,13000,02/01/20,2020
1774,1493,VISA,DEBIT,4079516725179260,04/01/23,72,YES,2,22701,02/01/20,2020
1470,1161,MASTERCARD,CREDIT,5597117503471640,08/01/24,934,NO,1,16100,02/01/20,2020
1471,1161,MASTERCARD,DEBIT,5808372218918200,09/01/23,138,YES,2,7629,02/01/20,2020
2691,217,MASTERCARD,DEBIT,5565497732362120,03/01/22,430,NO,1,16538,04/01/12,2012
174,217,VISA,DEBIT,4072893581482200,12/01/20,578,YES,2,22746,01/01/08,2010
1364,217,MASTERCARD,DEBIT,5161929618424760,07/01/16,743,YES,1,9737,02/01/16,2016
1266,217,MASTERCARD,CREDIT,5359358098670030,07/01/19,428,YES,1,6500,02/01/11,2014
1267,217,MASTERCARD,DEBIT,5093514487076210,06/01/20,889,YES,2,2650,02/01/11,2013
207,217,VISA,CREDIT,4409790595650710,05/01/12,839,YES,2,8200,01/01/09,2011
5448,217,AMEX,CREDIT,373325875666765,01/01/22,204,YES,2,6200,11/01/06,2013
5449,1877,AMEX,CREDIT,366837170672753,01/01/21,803,YES,2,22600,11/01/06,2014
2107,1877,MASTERCARD,DEBIT,5260255791659840,05/01/24,428,YES,2,6940,03/01/06,2009
2398,1877,MASTERCARD,DEBIT,5911939393457820,03/01/24,410,YES,2,23408,04/01/96,2008
5414,1877,VISA,CREDIT,4226284680001630,09/01/22,966,YES,2,9700,11/01/04,2007
3758,668,MASTERCARD,DEBIT,5624997997810580,06/01/24,992,NO,2,10538,07/01/06,2006
4097,668,MASTERCARD,DEBIT,5752209560237460,03/01/23,385,YES,2,6853,08/01/01,2006
5778,668,MASTERCARD,DEBIT,5470018669871080,10/01/20,598,YES,2,607,12/01/02,2010
4318,668,MASTERCARD,CREDIT,5764603958082860,08/01/21,397,YES,1,0,08/01/10,2010
5015,668,VISA,DEBIT,4378354586828460,06/01/21,644,YES,2,8253,10/01/04,2011
750,533,VISA,DEBIT,4415203972868490,09/01/20,847,YES,2,8492,01/01/20,2020
242,203,VISA,CREDIT,4716309780327850,07/01/22,275,YES,1,9100,01/01/10,2010
3966,203,MASTERCARD,CREDIT,5175414290540890,04/01/22,497,NO,2,2600,07/01/11,2011
5375,203,MASTERCARD,CREDIT,5079431552272490,05/01/24,813,NO,1,7300,11/01/02,2010
5166,1738,VISA,CREDIT,4841586209388610,08/01/20,207,YES,1,15000,10/01/09,2009
1472,1738,MASTERCARD,CREDIT,5133341979041600,04/01/24,497,YES,2,18700,02/01/20,2020
751,1738,VISA,DEBIT,4044685132149960,05/01/21,579,YES,1,21458,01/01/20,2020
5623,1738,VISA,CREDIT,4825181289428260,04/01/20,635,NO,1,15700,11/01/10,2014
6099,713,MASTERCARD,DEBIT,5533057740649370,01/01/20,13,YES,2,20765,12/01/14,2014
1473,713,MASTERCARD,DEBIT,5137811039972620,06/01/22,170,NO,2,18101,02/01/20,2020
1775,713,VISA,CREDIT,4409545480052950,11/01/24,528,YES,1,8400,02/01/20,2020
447,713,MASTERCARD,DEBIT,5169705466479210,03/01/20,66,YES,1,1737,01/01/20,2020
1474,1631,MASTERCARD,CREDIT,5782138554730430,02/01/20,217,YES,2,20900,02/01/20,2020
1776,1631,VISA,CREDIT,4450097042295690,11/01/21,601,YES,1,23700,02/01/20,2020
448,1631,MASTERCARD,CREDIT,5298079382002760,11/01/21,989,YES,1,17500,01/01/20,2020
5978,1487,VISA,DEBIT,4911894810892310,06/01/24,769,YES,1,26083,12/01/09,2009
2978,1487,VISA,DEBIT,4394014058373530,10/01/22,943,YES,1,31589,05/01/08,2008
4946,1487,VISA,CREDIT,4984110253172320,06/01/21,453,YES,2,24200,10/01/00,2013
1475,1265,MASTERCARD,DEBIT,5658875071888530,02/01/20,190,YES,2,18321,02/01/20,2020
5376,370,MASTERCARD,DEBIT,5377126168537130,10/01/22,94,YES,2,7551,11/01/02,2010
4127,370,MASTERCARD,DEBIT,5606824501502070,06/01/14,451,YES,1,15377,08/01/04,2011
5093,370,VISA,DEBIT,4501704511432200,03/01/23,324,YES,1,12990,10/01/07,2016
3490,370,VISA,DEBIT,4015096339812700,02/01/23,494,YES,1,8509,06/01/10,2010
5702,1014,VISA,DEBIT,4467199760802870,11/01/14,176,YES,1,96907,11/01/14,2014
2200,1014,VISA,CREDIT,4081474027835140,07/01/15,45,YES,1,43900,03/01/08,2013
5436,1014,VISA,DEBIT (PREPAID),4868297041449160,10/01/20,440,YES,2,76,11/01/05,2007
449,290,MASTERCARD,DEBIT,5843714671989150,01/01/20,533,YES,2,50915,01/01/20,2020
1777,290,VISA,DEBIT,4052306795072860,12/01/21,369,YES,2,31767,02/01/20,2020
3862,985,VISA,CREDIT,4229889369220690,04/01/24,82,YES,2,13200,07/01/08,2010
1268,985,MASTERCARD,CREDIT,5936949471946670,10/01/22,372,YES,2,16000,02/01/11,2012
752,985,VISA,DEBIT,4748458102584200,07/01/24,223,YES,2,18132,01/01/20,2020
2704,985,VISA,CREDIT,4862788591864790,02/01/19,466,YES,1,300,04/01/12,2012
2808,135,MASTERCARD,DEBIT,5736838327060440,11/01/22,714,YES,2,2236,05/01/00,2015
4791,135,VISA,DEBIT,4528854599819260,08/01/19,451,YES,2,21591,09/01/10,2010
1476,307,MASTERCARD,DEBIT,5956798767354530,04/01/20,927,YES,2,11521,02/01/20,2020
753,307,VISA,CREDIT,4949830998579620,06/01/20,561,NO,1,8600,01/01/20,2020
4112,1783,AMEX,CREDIT,323782494048404,03/01/20,659,YES,1,9800,08/01/03,2010
1154,1783,VISA,CREDIT,4172882144788970,03/01/12,902,YES,2,11300,02/01/08,2009
2598,1783,MASTERCARD,CREDIT,5153494647482340,10/01/19,492,YES,1,8400,04/01/09,2011
10,1783,MASTERCARD,DEBIT,5513208341097350,12/01/23,789,YES,1,16597,01/01/99,2009
4655,1783,AMEX,CREDIT,316138720673532,09/01/20,876,YES,2,9400,09/01/08,2008
5908,1321,VISA,DEBIT,4709941855155410,12/01/08,122,YES,1,18702,12/01/07,2007
3357,1511,VISA,DEBIT,4725438629956460,06/01/22,675,YES,1,24806,06/01/07,2007
5502,1511,VISA,DEBIT,4992990568824240,05/01/23,457,YES,1,19856,11/01/07,2011
1238,900,VISA,DEBIT (PREPAID),4580252759299280,02/01/21,397,YES,2,68,02/01/10,2010
3412,900,AMEX,CREDIT,347103137777594,12/01/22,791,YES,2,4900,06/01/09,2009
1477,953,MASTERCARD,DEBIT,5779387577644600,02/01/22,421,YES,1,13390,02/01/20,2020
1396,953,AMEX,CREDIT,343258769247986,11/01/24,210,YES,3,8400,02/01/20,2020
1297,233,AMEX,CREDIT,374396421501669,03/01/24,659,YES,2,13700,02/01/12,2012
3605,406,DISCOVER,CREDIT,6308795344040910,11/01/24,205,YES,2,4200,06/01/16,2016
5167,1069,VISA,DEBIT,4439832703761210,08/01/20,424,YES,2,2292,10/01/09,2015
3922,1069,AMEX,CREDIT,304372446656131,03/01/21,495,YES,1,8800,07/01/10,2010
5453,180,MASTERCARD,CREDIT,5881384408371200,03/01/23,312,NO,2,7600,11/01/06,2009
2888,180,VISA,CREDIT,4966727954053970,11/01/21,756,YES,2,6200,05/01/05,2018
3208,996,MASTERCARD,CREDIT,5784959743819570,07/01/23,348,YES,1,12900,06/01/99,2011
